Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
34,72,72,950000.0,15000.0,1731,0,1.0,3.0,2.0,8,5,3.0,189.0,80.0,54.0,53.0,68.0,67.0,45.0,47.0,47.0,54.0,60.0,65.0,61.0,60.0,45.0,70.0,38.0,64.0,62.0,72.0,84.0,48.0,73.0,69.0,44.0,48.0,61.0,72.0,73.0,73.0,68.0,9.0,10.0,9.0,15.0,15.0,1800000.0
29,72,72,2400000.0,1000.0,1840,1,1.0,3.0,3.0,8,5,17.0,183.0,80.0,76.0,60.0,62.0,54.0,54.0,68.0,38.0,47.0,59.0,69.0,71.0,72.0,75.0,74.0,70.0,62.0,70.0,71.0,64.0,53.0,73.0,75.0,54.0,51.0,53.0,71.0,62.0,74.0,74.0,11.0,12.0,10.0,12.0,10.0,5200000.0
31,72,72,2100000.0,32000.0,1887,1,2.0,4.0,3.0,6,5,27.0,180.0,76.0,59.0,61.0,64.0,76.0,35.0,69.0,45.0,54.0,72.0,74.0,60.0,56.0,62.0,71.0,73.0,75.0,72.0,71.0,72.0,65.0,75.0,72.0,67.0,68.0,48.0,75.0,60.0,72.0,70.0,16.0,15.0,14.0,12.0,12.0,3800000.0
28,72,72,3100000.0,20000.0,1979,1,2.0,3.0,3.0,8,5,7.0,183.0,85.0,70.0,68.0,67.0,68.0,68.0,75.0,68.0,54.0,61.0,73.0,83.0,83.0,66.0,74.0,63.0,86.0,78.0,67.0,77.0,70.0,76.0,48.0,65.0,59.0,60.0,64.0,69.0,68.0,59.0,7.0,16.0,10.0,12.0,11.0,5400000.0
22,72,81,4900000.0,1000.0,1819,1,1.0,2.0,3.0,0,5,31.0,156.0,80.0,57.0,66.0,69.0,74.0,65.0,80.0,65.0,36.0,52.0,81.0,75.0,70.0,71.0,65.0,69.0,71.0,69.0,68.0,78.0,63.0,70.0,30.0,68.0,71.0,66.0,68.0,50.0,36.0,30.0,14.0,7.0,11.0,15.0,7.0,11600000.0
24,72,75,3900000.0,12000.0,1831,1,1.0,3.0,3.0,8,5,8.0,156.0,71.0,67.0,64.0,47.0,74.0,58.0,74.0,74.0,60.0,69.0,76.0,74.0,68.0,83.0,68.0,76.0,66.0,36.0,75.0,55.0,64.0,42.0,58.0,65.0,75.0,52.0,70.0,52.0,57.0,50.0,9.0,15.0,12.0,9.0,7.0,6100000.0
24,72,76,4099999.9999999995,7000.0,1861,1,1.0,4.0,4.0,8,5,10.0,156.0,69.0,67.0,70.0,56.0,66.0,73.0,78.0,71.0,68.0,60.0,77.0,77.0,79.0,79.0,70.0,70.0,79.0,67.0,69.0,66.0,73.0,56.0,40.0,65.0,66.0,74.0,72.0,29.0,30.0,34.0,8.0,14.0,6.0,14.0,10.0,6300000.0
33,72,72,1300000.0,25000.0,1756,1,1.0,3.0,2.0,2,5,6.0,189.0,85.0,67.0,42.0,62.0,68.0,34.0,60.0,59.0,34.0,53.0,63.0,49.0,52.0,54.0,70.0,64.0,63.0,70.0,65.0,82.0,35.0,78.0,71.0,62.0,60.0,52.0,67.0,74.0,73.0,67.0,15.0,13.0,15.0,14.0,16.0,2400000.0
27,72,75,3100000.0,20000.0,1941,1,1.0,3.0,3.0,8,5,23.0,183.0,78.0,50.0,59.0,61.0,74.0,58.0,69.0,69.0,73.0,69.0,73.0,66.0,64.0,68.0,71.0,68.0,71.0,71.0,73.0,71.0,68.0,77.0,73.0,62.0,68.0,60.0,70.0,62.0,70.0,66.0,10.0,8.0,11.0,15.0,13.0,5300000.0
25,72,77,4099999.9999999995,13000.0,1880,0,1.0,3.0,3.0,1,5,19.0,155.0,75.0,66.0,51.0,61.0,78.0,45.0,67.0,59.0,45.0,67.0,71.0,72.0,71.0,68.0,72.0,62.0,63.0,59.0,81.0,73.0,61.0,61.0,68.0,64.0,75.0,53.0,55.0,69.0,72.0,73.0,14.0,7.0,15.0,7.0,10.0,6400000.0
30,72,72,2300000.0,10000.0,1842,1,1.0,3.0,2.0,8,5,88.0,156.0,70.0,47.0,50.0,68.0,74.0,45.0,59.0,49.0,47.0,70.0,64.0,70.0,64.0,70.0,68.0,69.0,66.0,87.0,87.0,74.0,52.0,75.0,71.0,44.0,66.0,50.0,60.0,67.0,69.0,70.0,13.0,10.0,15.0,6.0,6.0,4600000.0
29,72,72,2400000.0,11000.0,1758,1,1.0,2.0,2.0,5,8,23.0,156.0,81.0,55.0,43.0,75.0,60.0,53.0,41.0,41.0,53.0,65.0,52.0,53.0,67.0,60.0,60.0,61.0,66.0,81.0,73.0,80.0,41.0,79.0,65.0,62.0,52.0,39.0,55.0,72.0,74.0,73.0,12.0,9.0,14.0,15.0,12.0,4800000.0
29,72,72,2400000.0,15000.0,1737,1,1.0,3.0,2.0,3,5,3.0,186.0,77.0,40.0,47.0,72.0,60.0,40.0,55.0,40.0,42.0,53.0,55.0,68.0,71.0,64.0,71.0,53.0,65.0,72.0,75.0,79.0,47.0,77.0,74.0,43.0,44.0,60.0,60.0,74.0,71.0,63.0,15.0,10.0,9.0,14.0,14.0,4099999.9999999995
30,72,72,3000000.0,11000.0,1704,0,1.0,3.0,2.0,7,8,30.0,189.0,81.0,43.0,76.0,85.0,60.0,62.0,56.0,48.0,35.0,46.0,63.0,70.0,76.0,68.0,67.0,56.0,73.0,83.0,71.0,83.0,56.0,72.0,36.0,75.0,60.0,61.0,65.0,17.0,29.0,19.0,15.0,8.0,14.0,10.0,11.0,6500000.0
26,72,76,3300000.0,1000.0,1618,1,1.0,2.0,2.0,6,5,4.0,189.0,88.0,49.0,41.0,74.0,55.0,32.0,43.0,29.0,28.0,50.0,55.0,63.0,64.0,53.0,67.0,46.0,55.0,69.0,68.0,83.0,48.0,74.0,66.0,45.0,51.0,41.0,58.0,72.0,75.0,70.0,6.0,15.0,8.0,11.0,12.0,7600000.0
33,72,72,1300000.0,3000.0,1426,1,1.0,3.0,2.0,6,2,3.0,189.0,79.0,18.0,14.0,70.0,55.0,26.0,45.0,12.0,25.0,47.0,58.0,52.0,52.0,56.0,70.0,54.0,40.0,84.0,53.0,89.0,29.0,67.0,76.0,21.0,28.0,18.0,71.0,65.0,72.0,70.0,8.0,12.0,15.0,12.0,13.0,2000000.0
31,72,72,2000000.0,6000.0,2069,1,1.0,4.0,3.0,0,5,8.0,155.0,72.0,77.0,63.0,58.0,77.0,70.0,70.0,82.0,72.0,75.0,69.0,69.0,68.0,65.0,69.0,78.0,81.0,64.0,92.0,68.0,78.0,65.0,67.0,77.0,75.0,73.0,76.0,67.0,69.0,68.0,14.0,9.0,15.0,13.0,12.0,3100000.0
22,72,79,4300000.0,43000.0,1916,1,1.0,4.0,3.0,6,5,4.0,174.0,65.0,66.0,40.0,41.0,78.0,64.0,77.0,72.0,55.0,74.0,78.0,77.0,65.0,89.0,66.0,93.0,64.0,75.0,74.0,33.0,68.0,69.0,68.0,50.0,72.0,62.0,68.0,70.0,62.0,66.0,12.0,8.0,7.0,15.0,6.0,8199999.999999999
31,72,72,2100000.0,14000.0,1518,1,1.0,3.0,2.0,8,5,30.0,156.0,72.0,30.0,29.0,79.0,40.0,29.0,34.0,31.0,32.0,36.0,58.0,67.0,63.0,52.0,66.0,61.0,45.0,89.0,52.0,74.0,26.0,67.0,70.0,34.0,32.0,42.0,61.0,73.0,76.0,74.0,11.0,8.0,10.0,15.0,13.0,3100000.0
28,72,72,2500000.0,11000.0,1635,0,1.0,3.0,2.0,8,5,17.0,195.0,88.0,38.0,31.0,78.0,67.0,46.0,53.0,35.0,39.0,56.0,65.0,33.0,51.0,44.0,69.0,34.0,71.0,33.0,90.0,91.0,38.0,78.0,78.0,43.0,66.0,43.0,78.0,70.0,71.0,63.0,14.0,15.0,8.0,9.0,15.0,3800000.0
27,72,72,2600000.0,17000.0,1696,0,2.0,3.0,2.0,8,2,3.0,189.0,79.0,62.0,28.0,72.0,70.0,41.0,59.0,51.0,51.0,66.0,65.0,52.0,51.0,52.0,70.0,53.0,63.0,74.0,53.0,79.0,47.0,66.0,73.0,40.0,57.0,42.0,70.0,69.0,73.0,70.0,9.0,10.0,10.0,6.0,12.0,4500000.0
31,72,72,2800000.0,4000.0,1950,1,1.0,3.0,4.0,2,5,9.0,171.0,73.0,70.0,69.0,58.0,70.0,61.0,74.0,67.0,73.0,64.0,75.0,89.0,89.0,89.0,72.0,75.0,73.0,77.0,73.0,61.0,67.0,80.0,21.0,69.0,68.0,77.0,71.0,55.0,46.0,33.0,11.0,11.0,11.0,11.0,11.0,3900000.0
25,72,75,4000000.0,24000.0,1724,0,1.0,4.0,3.0,8,2,34.0,186.0,75.0,56.0,80.0,60.0,65.0,71.0,76.0,76.0,53.0,53.0,72.0,76.0,67.0,71.0,67.0,64.0,75.0,68.0,66.0,64.0,75.0,45.0,17.0,69.0,61.0,62.0,60.0,22.0,28.0,17.0,7.0,7.0,11.0,9.0,14.0,7000000.0
31,72,72,2700000.0,11000.0,1805,1,1.0,3.0,4.0,7,5,11.0,177.0,69.0,65.0,59.0,37.0,67.0,69.0,81.0,79.0,76.0,65.0,79.0,74.0,66.0,68.0,69.0,74.0,67.0,57.0,64.0,69.0,63.0,71.0,26.0,67.0,76.0,70.0,73.0,29.0,36.0,24.0,13.0,10.0,11.0,10.0,14.0,4099999.9999999995
32,72,72,1800000.0,6000.0,1962,1,1.0,3.0,2.0,6,5,5.0,155.0,78.0,61.0,48.0,68.0,70.0,62.0,62.0,61.0,62.0,73.0,66.0,68.0,65.0,64.0,69.0,70.0,73.0,77.0,82.0,79.0,67.0,80.0,68.0,53.0,73.0,80.0,78.0,61.0,73.0,72.0,7.0,11.0,14.0,15.0,8.0,3100000.0
19,72,79,4200000.0,10000.0,1785,0,1.0,4.0,3.0,2,5,61.0,171.0,67.0,68.0,62.0,50.0,72.0,57.0,77.0,72.0,69.0,62.0,77.0,77.0,77.0,81.0,63.0,89.0,68.0,53.0,65.0,34.0,64.0,52.0,35.0,67.0,72.0,55.0,63.0,35.0,40.0,35.0,11.0,12.0,13.0,11.0,10.0,9300000.0
26,72,72,3300000.0,11000.0,1842,1,1.0,3.0,3.0,2,8,11.0,177.0,64.0,76.0,74.0,60.0,71.0,66.0,72.0,62.0,62.0,68.0,74.0,75.0,69.0,75.0,61.0,74.0,76.0,66.0,71.0,78.0,75.0,25.0,30.0,66.0,73.0,62.0,63.0,43.0,39.0,40.0,11.0,15.0,8.0,11.0,14.0,5000000.0
23,72,80,3900000.0,5000.0,1825,1,1.0,3.0,2.0,6,8,4.0,155.0,76.0,39.0,46.0,65.0,75.0,49.0,62.0,41.0,48.0,71.0,71.0,68.0,70.0,69.0,68.0,71.0,59.0,70.0,75.0,77.0,53.0,75.0,67.0,52.0,60.0,54.0,69.0,70.0,72.0,69.0,15.0,6.0,10.0,15.0,13.0,6700000.0
25,72,76,3400000.0,18000.0,1584,1,1.0,2.0,2.0,8,5,3.0,192.0,84.0,49.0,29.0,73.0,67.0,23.0,51.0,27.0,31.0,64.0,62.0,52.0,40.0,55.0,69.0,56.0,61.0,59.0,52.0,78.0,34.0,71.0,70.0,52.0,55.0,42.0,59.0,72.0,73.0,71.0,6.0,14.0,8.0,9.0,9.0,6300000.0
25,72,75,3300000.0,5000.0,1568,1,1.0,3.0,2.0,8,5,15.0,192.0,84.0,36.0,38.0,78.0,58.0,33.0,42.0,36.0,34.0,63.0,61.0,36.0,34.0,54.0,62.0,59.0,48.0,78.0,74.0,84.0,44.0,74.0,73.0,30.0,40.0,36.0,68.0,74.0,69.0,67.0,7.0,13.0,11.0,7.0,15.0,5000000.0
30,72,72,2200000.0,32000.0,1897,0,1.0,2.0,3.0,6,5,6.0,156.0,78.0,66.0,34.0,68.0,65.0,55.0,64.0,71.0,51.0,61.0,65.0,74.0,74.0,72.0,72.0,58.0,62.0,75.0,82.0,83.0,50.0,85.0,72.0,54.0,50.0,63.0,69.0,67.0,74.0,72.0,9.0,16.0,10.0,10.0,13.0,3600000.0
31,72,72,2000000.0,1000.0,2071,0,2.0,2.0,4.0,1,5,23.0,183.0,72.0,68.0,68.0,68.0,71.0,53.0,74.0,73.0,78.0,74.0,78.0,75.0,80.0,76.0,72.0,72.0,69.0,73.0,85.0,59.0,76.0,77.0,75.0,72.0,77.0,85.0,75.0,62.0,67.0,61.0,9.0,12.0,10.0,9.0,13.0,4300000.0
28,72,72,2500000.0,13000.0,1768,1,1.0,2.0,3.0,2,5,15.0,155.0,74.0,65.0,21.0,60.0,70.0,30.0,64.0,38.0,22.0,61.0,70.0,78.0,79.0,75.0,68.0,71.0,43.0,82.0,88.0,72.0,29.0,71.0,67.0,61.0,59.0,52.0,67.0,67.0,70.0,72.0,13.0,14.0,15.0,7.0,14.0,4900000.0
25,72,77,3400000.0,4000.0,1813,1,1.0,2.0,2.0,2,5,13.0,180.0,75.0,68.0,27.0,59.0,66.0,63.0,63.0,34.0,34.0,70.0,57.0,88.0,90.0,69.0,71.0,68.0,65.0,53.0,92.0,72.0,25.0,83.0,61.0,53.0,65.0,39.0,60.0,75.0,68.0,69.0,14.0,15.0,16.0,15.0,6.0,5000000.0
32,72,72,2500000.0,14000.0,1902,1,1.0,4.0,3.0,2,5,29.0,186.0,75.0,66.0,67.0,73.0,70.0,59.0,66.0,58.0,60.0,60.0,65.0,75.0,71.0,70.0,69.0,67.0,83.0,70.0,73.0,79.0,67.0,62.0,58.0,72.0,75.0,76.0,68.0,42.0,52.0,51.0,10.0,9.0,7.0,11.0,9.0,5400000.0
31,72,72,2800000.0,8000.0,1860,0,1.0,4.0,3.0,8,5,19.0,183.0,80.0,70.0,71.0,56.0,74.0,71.0,71.0,70.0,68.0,64.0,72.0,80.0,73.0,75.0,71.0,59.0,75.0,66.0,77.0,72.0,75.0,60.0,30.0,75.0,70.0,66.0,68.0,27.0,35.0,32.0,13.0,10.0,8.0,13.0,11.0,4000000.0
19,72,84,5500000.0,7000.0,1749,1,1.0,4.0,3.0,2,5,18.0,155.0,68.0,57.0,73.0,55.0,68.0,67.0,77.0,48.0,28.0,52.0,72.0,83.0,85.0,84.0,70.0,74.0,70.0,75.0,70.0,62.0,67.0,61.0,27.0,66.0,64.0,62.0,63.0,22.0,41.0,12.0,7.0,9.0,15.0,15.0,11.0,8800000.0
29,72,72,3000000.0,12000.0,1736,1,1.0,3.0,3.0,8,5,20.0,155.0,80.0,75.0,59.0,43.0,70.0,53.0,75.0,66.0,47.0,59.0,74.0,84.0,85.0,79.0,67.0,85.0,62.0,73.0,68.0,70.0,46.0,51.0,20.0,65.0,62.0,56.0,60.0,27.0,28.0,25.0,15.0,16.0,13.0,11.0,7.0,6100000.0
25,72,73,3700000.0,4000.0,1857,1,1.0,2.0,3.0,8,5,23.0,156.0,73.0,71.0,64.0,58.0,72.0,49.0,70.0,74.0,74.0,69.0,70.0,82.0,78.0,81.0,67.0,66.0,68.0,71.0,71.0,65.0,69.0,47.0,31.0,69.0,73.0,58.0,64.0,46.0,46.0,38.0,14.0,14.0,8.0,15.0,9.0,4900000.0
27,72,73,2900000.0,1000.0,1843,0,1.0,3.0,3.0,2,5,3.0,183.0,82.0,64.0,55.0,67.0,68.0,30.0,66.0,33.0,42.0,65.0,67.0,71.0,75.0,67.0,70.0,65.0,72.0,76.0,83.0,70.0,63.0,82.0,68.0,63.0,60.0,41.0,65.0,69.0,71.0,72.0,8.0,11.0,7.0,14.0,8.0,6500000.0
26,72,75,3900000.0,4000.0,1580,1,1.0,3.0,2.0,7,2,25.0,201.0,84.0,28.0,77.0,81.0,54.0,77.0,58.0,45.0,34.0,35.0,57.0,54.0,63.0,68.0,74.0,36.0,74.0,30.0,63.0,89.0,66.0,79.0,21.0,78.0,46.0,61.0,70.0,20.0,28.0,22.0,16.0,10.0,11.0,10.0,15.0,6600000.0
27,72,72,3200000.0,7000.0,1957,1,1.0,4.0,3.0,6,5,8.0,174.0,68.0,69.0,60.0,39.0,75.0,65.0,70.0,76.0,69.0,71.0,70.0,71.0,64.0,75.0,68.0,73.0,74.0,50.0,89.0,67.0,72.0,76.0,64.0,67.0,70.0,66.0,68.0,66.0,66.0,63.0,8.0,9.0,9.0,14.0,12.0,4800000.0
25,72,75,4000000.0,11000.0,1630,1,1.0,4.0,3.0,7,5,11.0,189.0,85.0,40.0,76.0,72.0,62.0,52.0,71.0,31.0,25.0,43.0,75.0,66.0,70.0,74.0,58.0,50.0,77.0,76.0,76.0,79.0,64.0,67.0,28.0,73.0,54.0,53.0,60.0,28.0,19.0,20.0,12.0,10.0,11.0,6.0,12.0,6200000.0
36,72,72,425000.0,10000.0,1785,1,2.0,4.0,2.0,3,5,32.0,183.0,83.0,53.0,45.0,78.0,64.0,58.0,58.0,58.0,56.0,66.0,65.0,53.0,44.0,55.0,67.0,59.0,63.0,75.0,54.0,78.0,71.0,78.0,69.0,40.0,48.0,58.0,72.0,72.0,72.0,65.0,11.0,16.0,14.0,16.0,6.0,638000.0
31,72,72,2800000.0,30000.0,1798,1,1.0,3.0,3.0,8,5,9.0,156.0,73.0,60.0,75.0,65.0,65.0,68.0,74.0,66.0,60.0,50.0,75.0,75.0,78.0,79.0,64.0,71.0,70.0,87.0,65.0,75.0,64.0,53.0,25.0,70.0,59.0,70.0,73.0,47.0,18.0,16.0,13.0,14.0,9.0,8.0,10.0,5000000.0
21,72,79,3800000.0,11000.0,1677,1,1.0,3.0,2.0,5,5,20.0,186.0,80.0,45.0,39.0,76.0,68.0,31.0,49.0,45.0,39.0,58.0,62.0,68.0,66.0,59.0,67.0,67.0,57.0,74.0,67.0,73.0,45.0,59.0,70.0,38.0,38.0,48.0,69.0,71.0,75.0,72.0,11.0,12.0,10.0,11.0,7.0,8300000.000000001
23,72,77,4200000.0,12000.0,1840,0,1.0,4.0,3.0,8,5,10.0,186.0,78.0,65.0,70.0,37.0,72.0,70.0,71.0,74.0,68.0,70.0,75.0,67.0,66.0,68.0,70.0,61.0,72.0,42.0,67.0,71.0,74.0,74.0,36.0,70.0,72.0,71.0,74.0,56.0,44.0,42.0,7.0,7.0,7.0,11.0,13.0,6500000.0
21,72,82,5000000.0,3000.0,1960,1,1.0,3.0,3.0,0,5,8.0,156.0,80.0,69.0,55.0,61.0,75.0,70.0,75.0,66.0,52.0,69.0,75.0,87.0,85.0,76.0,71.0,65.0,59.0,72.0,87.0,82.0,61.0,71.0,66.0,68.0,62.0,51.0,65.0,56.0,64.0,58.0,9.0,12.0,15.0,7.0,9.0,9000000.0
31,72,72,2700000.0,11000.0,1907,1,1.0,4.0,3.0,2,2,10.0,180.0,70.0,71.0,61.0,71.0,71.0,71.0,78.0,82.0,70.0,69.0,75.0,69.0,71.0,80.0,67.0,76.0,83.0,81.0,74.0,65.0,73.0,69.0,38.0,64.0,70.0,61.0,62.0,22.0,44.0,20.0,11.0,13.0,15.0,16.0,6.0,5300000.0
35,72,72,1400000.0,3000.0,1724,1,1.0,3.0,3.0,1,8,22.0,155.0,76.0,37.0,77.0,75.0,56.0,59.0,65.0,45.0,67.0,50.0,72.0,66.0,65.0,65.0,65.0,59.0,68.0,81.0,63.0,74.0,63.0,77.0,35.0,78.0,58.0,78.0,56.0,29.0,19.0,16.0,7.0,16.0,14.0,9.0,16.0,1900000.0
23,72,77,3500000.0,18000.0,1746,0,1.0,3.0,3.0,8,2,29.0,156.0,64.0,70.0,30.0,60.0,66.0,39.0,66.0,54.0,39.0,58.0,68.0,76.0,76.0,73.0,70.0,71.0,57.0,74.0,78.0,66.0,40.0,72.0,66.0,50.0,40.0,47.0,68.0,69.0,74.0,72.0,5.0,5.0,5.0,5.0,5.0,6100000.0
25,72,76,3400000.0,6000.0,1671,1,1.0,3.0,2.0,8,5,25.0,192.0,89.0,39.0,52.0,78.0,67.0,49.0,42.0,33.0,38.0,66.0,63.0,51.0,61.0,43.0,69.0,38.0,57.0,78.0,76.0,83.0,40.0,82.0,70.0,48.0,37.0,56.0,64.0,70.0,68.0,63.0,13.0,14.0,8.0,10.0,9.0,5300000.0
32,72,72,1800000.0,8000.0,1540,1,1.0,2.0,2.0,3,8,2.0,186.0,84.0,29.0,15.0,72.0,69.0,24.0,40.0,25.0,24.0,69.0,56.0,41.0,55.0,57.0,63.0,37.0,61.0,82.0,77.0,90.0,55.0,78.0,59.0,22.0,35.0,40.0,62.0,69.0,74.0,71.0,10.0,11.0,10.0,14.0,6.0,2500000.0
32,72,72,1800000.0,10000.0,1697,1,1.0,3.0,2.0,5,8,6.0,156.0,82.0,39.0,38.0,72.0,64.0,37.0,54.0,46.0,45.0,67.0,60.0,46.0,51.0,62.0,63.0,71.0,63.0,82.0,71.0,83.0,50.0,67.0,66.0,23.0,48.0,51.0,60.0,71.0,74.0,70.0,15.0,10.0,12.0,13.0,13.0,2700000.0
31,72,72,2100000.0,5000.0,1788,1,1.0,3.0,2.0,6,5,13.0,183.0,76.0,55.0,27.0,71.0,61.0,49.0,60.0,58.0,48.0,58.0,67.0,67.0,64.0,66.0,66.0,69.0,59.0,89.0,80.0,73.0,49.0,79.0,71.0,43.0,48.0,38.0,69.0,69.0,74.0,71.0,16.0,9.0,11.0,12.0,11.0,4400000.0
31,72,72,2800000.0,15000.0,1825,1,1.0,3.0,3.0,8,8,7.0,180.0,70.0,64.0,72.0,67.0,62.0,69.0,65.0,62.0,73.0,57.0,69.0,75.0,74.0,69.0,75.0,74.0,81.0,61.0,68.0,75.0,69.0,72.0,34.0,71.0,61.0,66.0,66.0,30.0,30.0,27.0,8.0,9.0,12.0,13.0,11.0,4200000.0
37,72,72,1000000.0,8000.0,1942,1,2.0,4.0,4.0,1,8,15.0,180.0,80.0,75.0,71.0,62.0,72.0,65.0,75.0,71.0,73.0,68.0,75.0,64.0,57.0,73.0,66.0,75.0,78.0,61.0,66.0,70.0,77.0,77.0,60.0,69.0,73.0,60.0,73.0,50.0,55.0,49.0,15.0,10.0,8.0,14.0,8.0,1600000.0
34,72,72,1600000.0,12000.0,1922,1,1.0,4.0,3.0,2,5,7.0,177.0,69.0,56.0,66.0,62.0,75.0,56.0,72.0,71.0,74.0,65.0,75.0,66.0,76.0,73.0,75.0,75.0,77.0,72.0,80.0,66.0,68.0,80.0,63.0,62.0,72.0,77.0,71.0,20.0,53.0,48.0,10.0,9.0,8.0,8.0,12.0,3000000.0
20,72,80,3900000.0,8000.0,1889,1,1.0,3.0,3.0,2,2,12.0,183.0,62.0,67.0,54.0,61.0,74.0,55.0,74.0,67.0,33.0,63.0,75.0,77.0,80.0,83.0,74.0,54.0,60.0,69.0,86.0,60.0,63.0,68.0,68.0,66.0,66.0,37.0,68.0,66.0,68.0,65.0,12.0,7.0,13.0,12.0,12.0,6300000.0
27,72,73,2900000.0,24000.0,1534,0,1.0,2.0,2.0,5,5,5.0,186.0,84.0,19.0,37.0,70.0,61.0,25.0,46.0,42.0,39.0,53.0,58.0,31.0,51.0,30.0,64.0,40.0,63.0,69.0,60.0,88.0,36.0,71.0,75.0,33.0,52.0,43.0,61.0,67.0,72.0,68.0,16.0,15.0,14.0,11.0,15.0,5200000.0
28,72,72,3100000.0,12000.0,2003,1,1.0,4.0,3.0,2,5,7.0,155.0,83.0,68.0,69.0,59.0,72.0,65.0,70.0,73.0,71.0,71.0,73.0,68.0,69.0,64.0,66.0,80.0,79.0,78.0,93.0,81.0,77.0,86.0,62.0,68.0,73.0,68.0,66.0,39.0,55.0,53.0,10.0,8.0,15.0,9.0,11.0,4500000.0
23,72,77,4200000.0,6000.0,1941,1,1.0,3.0,3.0,0,5,14.0,171.0,65.0,66.0,66.0,46.0,66.0,61.0,74.0,70.0,47.0,63.0,70.0,84.0,83.0,81.0,65.0,79.0,71.0,74.0,84.0,53.0,64.0,74.0,51.0,68.0,70.0,66.0,65.0,60.0,66.0,57.0,16.0,10.0,9.0,13.0,14.0,6500000.0
21,72,79,4400000.0,15000.0,1876,1,1.0,3.0,3.0,0,8,17.0,174.0,65.0,72.0,69.0,66.0,73.0,66.0,73.0,72.0,58.0,71.0,76.0,69.0,73.0,81.0,65.0,83.0,59.0,38.0,61.0,59.0,64.0,59.0,59.0,68.0,73.0,49.0,61.0,58.0,63.0,49.0,11.0,10.0,13.0,7.0,9.0,9300000.0
34,72,72,950000.0,8000.0,1993,1,2.0,3.0,3.0,0,5,27.0,186.0,79.0,60.0,71.0,74.0,71.0,69.0,68.0,67.0,65.0,70.0,73.0,62.0,63.0,60.0,71.0,54.0,71.0,76.0,73.0,78.0,70.0,74.0,72.0,74.0,70.0,69.0,75.0,69.0,69.0,70.0,9.0,14.0,15.0,12.0,10.0,1700000.0
24,72,77,3500000.0,7000.0,1715,1,1.0,2.0,2.0,8,5,4.0,186.0,75.0,47.0,41.0,75.0,59.0,45.0,55.0,46.0,46.0,44.0,61.0,67.0,61.0,63.0,65.0,64.0,45.0,93.0,76.0,74.0,46.0,84.0,71.0,20.0,47.0,54.0,64.0,70.0,70.0,65.0,11.0,16.0,14.0,10.0,10.0,7700000.0
33,72,72,2000000.0,9000.0,1645,1,1.0,3.0,3.0,1,5,7.0,180.0,85.0,40.0,77.0,70.0,58.0,65.0,71.0,52.0,44.0,42.0,68.0,68.0,74.0,71.0,74.0,64.0,69.0,59.0,70.0,78.0,57.0,65.0,18.0,73.0,48.0,75.0,62.0,28.0,15.0,14.0,8.0,6.0,7.0,9.0,8.0,2700000.0
26,72,73,3600000.0,12000.0,1897,1,1.0,3.0,3.0,8,5,5.0,174.0,65.0,60.0,65.0,56.0,77.0,49.0,75.0,61.0,58.0,73.0,72.0,64.0,68.0,82.0,72.0,75.0,63.0,64.0,79.0,70.0,64.0,60.0,66.0,65.0,69.0,53.0,67.0,73.0,59.0,58.0,12.0,6.0,12.0,11.0,6.0,5700000.0
30,72,72,2900000.0,7000.0,1948,0,1.0,3.0,3.0,2,2,20.0,180.0,71.0,56.0,70.0,54.0,66.0,55.0,72.0,83.0,69.0,60.0,70.0,85.0,93.0,92.0,70.0,70.0,66.0,91.0,78.0,73.0,62.0,74.0,48.0,74.0,65.0,53.0,68.0,40.0,48.0,50.0,7.0,16.0,14.0,9.0,15.0,4400000.0
30,72,72,3000000.0,22000.0,1543,1,1.0,4.0,3.0,7,8,11.0,195.0,96.0,34.0,77.0,76.0,62.0,71.0,63.0,59.0,46.0,38.0,67.0,33.0,41.0,45.0,66.0,30.0,85.0,33.0,52.0,92.0,70.0,58.0,22.0,76.0,57.0,71.0,70.0,25.0,19.0,21.0,12.0,7.0,9.0,11.0,15.0,5400000.0
21,72,80,3900000.0,7000.0,1782,0,1.0,2.0,3.0,6,5,31.0,174.0,70.0,70.0,32.0,48.0,71.0,29.0,71.0,47.0,35.0,60.0,70.0,82.0,81.0,72.0,65.0,79.0,34.0,76.0,83.0,72.0,56.0,69.0,69.0,48.0,59.0,47.0,53.0,60.0,71.0,71.0,7.0,14.0,15.0,10.0,9.0,6700000.0
20,72,83,5500000.0,4000.0,1948,1,1.0,4.0,3.0,0,5,7.0,186.0,77.0,59.0,58.0,51.0,71.0,51.0,66.0,60.0,39.0,68.0,70.0,78.0,85.0,71.0,71.0,78.0,72.0,69.0,92.0,82.0,62.0,75.0,73.0,68.0,72.0,52.0,78.0,72.0,69.0,68.0,10.0,6.0,11.0,13.0,6.0,8500000.0
